Date,S&P
2014-08-18,3582.7
2014-08-19,3601.33
2014-08-20,3610.49
2014-08-21,3621.23
2014-08-22,3614.5
2014-08-25,3631.86
2014-08-26,3635.71
2014-08-27,3636.64
2014-08-28,3630.98
2014-08-29,3643.34
2014-09-02,3641.52
2014-09-03,3639.35
2014-09-04,3633.87
2014-09-05,3652.26
2014-09-08,3641.66
2014-09-09,3617.89
2014-09-10,3631.45
2014-09-11,3635.66
2014-09-12,3614.06
2014-09-15,3611.52
2014-09-16,3638.6
2014-09-17,3643.4
2014-09-18,3661.73
2014-09-19,3660.03
2014-09-22,3630.7
2014-09-23,3610.1
2014-09-24,3638.44
2014-09-25,3579.61
2014-09-26,3610.98
2014-09-29,3602.09
2014-09-30,3592.25
2014-10-01,3544.98
2014-10-02,3545.3
2014-10-03,3584.94
2014-10-06,3579.42
2014-10-07,3525.29
2014-10-08,3588.07
2014-10-09,3514.12
2014-10-10,3474.23
2014-10-13,3417.01
2014-10-14,3422.43
2014-10-15,3395.03
2014-10-16,3395.64
2014-10-17,3439.39
2014-10-20,3470.89
2014-10-21,3538.9
2014-10-22,3513.47
2014-10-23,3556.7
2014-10-24,3581.82
2014-10-27,3576.47
2014-10-28,3619.16
2014-10-29,3614.53
2014-10-30,3637.3
2014-10-31,3679.99
2014-11-03,3679.58
2014-11-04,3669.18
2014-11-05,3691.38
2014-11-06,3706.45
2014-11-07,3708.46
2014-11-10,3720.25
2014-11-11,3722.84
2014-11-12,3721.3
2014-11-13,3723.58
2014-11-14,3724.92
2014-11-17,3727.86
2014-11-18,3747.74
2014-11-19,3742.35
2014-11-20,3749.87
2014-11-21,3770.03
2014-11-24,3780.88
2014-11-25,3776.94
2014-11-26,3788.42
2014-11-28,3778.96
2014-12-01,3753.31
2014-12-02,3777.47
2014-12-03,3792.69
2014-12-04,3788.34
2014-12-05,3794.68
2014-12-08,3767.7
2014-12-09,3766.83
2014-12-10,3705.51
2014-12-11,3723.32
2014-12-12,3663.1
2014-12-15,3639.97
2014-12-16,3609.06
2014-12-17,3682.7
2014-12-18,3771.72
2014-12-19,3788.97
2014-12-22,3803.94
2014-12-23,3810.78
2014-12-24,3810.39
2014-12-26,3823.0
2014-12-29,3826.95
2014-12-30,3808.69
2014-12-31,3769.44
2015-01-02,3768.68
2015-01-05,3700.03
2015-01-06,3667.14
2015-01-07,3710.94
2015-01-08,3777.4
2015-01-09,3745.67
2015-01-12,3715.36
2015-01-13,3706.15
2015-01-14,3684.72
2015-01-15,3650.74
2015-01-16,3699.79
2015-01-20,3705.64
2015-01-21,3723.62
2015-01-22,3780.51
2015-01-23,3759.76
2015-01-26,3769.45
2015-01-27,3718.99
2015-01-28,3669.1
2015-01-29,3704.35
2015-01-30,3656.28
2015-02-02,3703.77
2015-02-03,3757.34
2015-02-04,3742.84
2015-02-05,3782.11
2015-02-06,3770.2
2015-02-09,3754.36
2015-02-10,3794.62
2015-02-11,3795.82
2015-02-12,3833.35
2015-02-13,3849.29
2015-02-17,3856.04
2015-02-18,3855.0
2015-02-19,3851.53
2015-02-20,3875.6
2015-02-23,3874.46
2015-02-24,3885.27
2015-02-25,3882.95
2015-02-26,3877.85
2015-02-27,3866.42
2015-03-02,3890.32
2015-03-03,3872.71
2015-03-04,3856.51
2015-03-05,3861.29
2015-03-06,3807.04
2015-03-09,3822.42
2015-03-10,3757.83
2015-03-11,3751.2
2015-03-12,3799.43
2015-03-13,3776.44
2015-03-16,3827.62
2015-03-17,3814.91
2015-03-18,3861.39
2015-03-19,3842.62
2015-03-20,3877.26
2015-03-23,3870.49
2015-03-24,3847.05
2015-03-25,3791.13
2015-03-26,3782.21
2015-03-27,3791.9
2015-03-30,3838.65
2015-03-31,3805.27
2015-04-01,3790.66
2015-04-02,3804.14
2015-04-06,3829.31
2015-04-07,3821.49
2015-04-08,3833.2
2015-04-09,3850.29
2015-04-10,3870.31
2015-04-13,3852.93
2015-04-14,3859.22
2015-04-15,3879.1
2015-04-16,3876.17
2015-04-17,3832.33
2015-04-20,3867.82
2015-04-21,3862.15
2015-04-22,3881.93
2015-04-23,3891.46
2015-04-24,3900.24
2015-04-27,3884.1
2015-04-28,3895.21
2015-04-29,3880.9
2015-04-30,3841.78
2015-05-01,3883.75
2015-05-04,3895.16
2015-05-05,3849.41
2015-05-06,3833.7
2015-05-07,3849.13
2015-05-08,3901.01
2015-05-11,3881.93
2015-05-12,3870.69
2015-05-13,3870.36
2015-05-14,3912.52
2015-05-15,3915.99
2015-05-18,3928.15
2015-05-19,3926.41
2015-05-20,3923.18
2015-05-21,3932.9
2015-05-22,3924.16
2015-05-26,3883.88
2015-05-27,3920.11
2015-05-28,3915.82
2015-05-29,3891.18
2015-06-01,3899.59
2015-06-02,3895.85
2015-06-03,3904.83
2015-06-04,3871.23
2015-06-05,3865.83
2015-06-08,3841.45
2015-06-09,3843.16
2015-06-10,3889.7
2015-06-11,3897.59
2015-06-12,3870.56
2015-06-15,3852.75
2015-06-16,3874.73
2015-06-17,3882.49
2015-06-18,3921.43
2015-06-19,3900.64
2015-06-22,3924.41
2015-06-23,3927.23
2015-06-24,3898.47
2015-06-25,3887.04
2015-06-26,3886.21
2015-06-29,3805.5
2015-06-30,3815.85
2015-07-01,3843.26
2015-07-02,3842.06
2015-07-06,3827.35
2015-07-07,3850.66
2015-07-08,3787.67
2015-07-09,3796.26
2015-07-10,3843.1
2015-07-13,3885.97
2015-07-14,3903.31
2015-07-15,3900.5
2015-07-16,3931.85
2015-07-17,3936.22
2015-07-20,3939.35
2015-07-21,3922.7
2015-07-22,3913.75
2015-07-23,3891.79
2015-07-24,3850.15
2015-07-27,3827.93
2015-07-28,3875.37
2015-07-29,3904.21
2015-07-30,3904.64
2015-07-31,3895.8
2015-08-03,3885.07
2015-08-04,3876.44
2015-08-05,3889.99
2015-08-06,3860.92
2015-08-07,3849.96
2015-08-10,3899.36
2015-08-11,3862.81
2015-08-12,3867.37
2015-08-13,3863.03
2015-08-14,3878.16
2015-08-17,3899.1
2015-08-18,3889.6
2015-08-19,3857.74
2015-08-20,3776.36
2015-08-21,3656.67
2015-08-24,3512.65
2015-08-25,3465.19
2015-08-26,3600.73
2015-08-27,3688.6
2015-08-28,3691.3
2015-08-31,3660.75
2015-09-01,3552.65
2015-09-02,3618.25
2015-09-03,3622.66
2015-09-04,3567.41
2015-09-08,3657.32
2015-09-09,3606.8
2015-09-10,3626.14
2015-09-11,3643.54
2015-09-14,3628.87
2015-09-15,3675.48
2015-09-16,3707.62
2015-09-17,3698.74
2015-09-18,3638.99
2015-09-21,3655.64
2015-09-22,3610.7
2015-09-23,3603.49
2015-09-24,3591.37
2015-09-25,3589.71
2015-09-28,3498.61
2015-09-29,3503.13
2015-09-30,3570.17
2015-10-01,3577.47
2015-10-02,3629.04
2015-10-05,3695.61
2015-10-06,3682.33
2015-10-07,3713.36
2015-10-08,3746.12
2015-10-09,3748.96
2015-10-12,3753.73
2015-10-13,3728.48
2015-10-14,3711.11
2015-10-15,3766.43
2015-10-16,3783.64
2015-10-19,3784.72
2015-10-20,3779.44
2015-10-21,3757.91
2015-10-22,3820.49
2015-10-23,3862.65
2015-10-26,3855.29
2015-10-27,3845.45
2015-10-28,3891.34
2015-10-29,3890.04
2015-10-30,3871.33
2015-11-02,3917.3
2015-11-03,3928.05
2015-11-04,3915.52
2015-11-05,3911.89
2015-11-06,3910.98
2015-11-09,3873.37
2015-11-10,3880.23
2015-11-11,3867.71
2015-11-12,3814.29
2015-11-13,3771.59
2015-11-16,3828.46
2015-11-17,3824.14
2015-11-18,3886.26
2015-11-19,3882.06
2015-11-20,3897.45
2015-11-23,3892.8
2015-11-24,3897.67
2015-11-25,3897.57
2015-11-27,3900.74
2015-11-30,3882.84
2015-12-01,3924.63
2015-12-02,3882.38
2015-12-03,3826.74
2015-12-04,3905.31
2015-12-07,3878.31
2015-12-08,3853.48
2015-12-09,3823.9
2015-12-10,3832.93
2015-12-11,3759.09
2015-12-14,3777.22
2015-12-15,3817.36
2015-12-16,3873.12
2015-12-17,3815.46
2015-12-18,3747.56
2015-12-21,3777.15
2015-12-22,3810.85
2015-12-23,3858.47
2015-12-24,3852.31
2015-12-28,3843.94
2015-12-29,3885.55
2015-12-30,3857.9
2015-12-31,3821.6
2016-01-04,3763.99
2016-01-05,3771.57
2016-01-06,3723.44
2016-01-07,3635.29
2016-01-08,3595.91
2016-01-11,3598.97
2016-01-12,3627.06
2016-01-13,3536.92
2016-01-14,3596.03
2016-01-15,3518.51
2016-01-19,3520.4
2016-01-20,3479.75
2016-01-21,3497.94
2016-01-22,3568.9
2016-01-25,3513.11
2016-01-26,3562.81
2016-01-27,3524.33
2016-01-28,3544.13
2016-01-29,3631.96
2016-02-01,3630.46
2016-02-02,3562.52
2016-02-03,3581.53
2016-02-04,3587.71
2016-02-05,3521.6
2016-02-08,3472.08
2016-02-09,3470.5
2016-02-10,3471.04
2016-02-11,3428.99
2016-02-12,3496.28
2016-02-16,3555.2
2016-02-17,3614.16
2016-02-18,3597.49
2016-02-19,3597.92
2016-02-22,3649.92
2016-02-23,3604.68
2016-02-24,3620.87
2016-02-25,3662.84
2016-02-26,3656.42
2016-02-29,3627.06
2016-03-01,3713.7
2016-03-02,3729.59
2016-03-03,3743.02
2016-03-04,3755.47
2016-03-07,3759.05
2016-03-08,3717.49
2016-03-09,3736.92
2016-03-10,3737.74
2016-03-11,3800.07
2016-03-14,3795.53
2016-03-15,3788.62
2016-03-16,3810.09
2016-03-17,3835.26
2016-03-18,3852.15
2016-03-21,3855.97
2016-03-22,3853.18
2016-03-23,3828.58
2016-03-24,3827.14
2016-03-28,3829.26
2016-03-29,3863.8
2016-03-30,3881.01
2016-03-31,3873.11
2016-04-01,3897.66
2016-04-04,3886.0
2016-04-05,3846.59
2016-04-06,3888.41
2016-04-07,3841.98
2016-04-08,3852.72
2016-04-11,3842.17
2016-04-12,3879.42
2016-04-13,3918.95
2016-04-14,3920.03
2016-04-15,3916.17
2016-04-18,3941.86
2016-04-19,3954.01
2016-04-20,3957.25
2016-04-21,3936.8
2016-04-22,3937.0
2016-04-25,3929.88
2016-04-26,3937.23
2016-04-27,3944.02
2016-04-28,3907.88
2016-04-29,3888.13
2016-05-02,3918.53
2016-05-03,3884.63
2016-05-04,3862.4
2016-05-05,3862.4
2016-05-06,3875.18
2016-05-09,3878.14
2016-05-10,3926.63
2016-05-11,3891.13
2016-05-12,3890.85
2016-05-13,3858.17
2016-05-16,3896.36
2016-05-17,3860.88
2016-05-18,3862.25
2016-05-19,3847.97
2016-05-20,3871.75
2016-05-23,3863.82
2016-05-24,3916.77
2016-05-25,3944.33
2016-05-26,3944.05
2016-05-27,3961.67
2016-05-31,3957.95
2016-06-01,3963.1
2016-06-02,3974.76
2016-06-03,3963.23
2016-06-06,3982.74
2016-06-07,3987.96
2016-06-08,4001.98
2016-06-09,3995.28
2016-06-10,3958.68
2016-06-13,3927.73
2016-06-14,3920.93
2016-06-15,3914.02
2016-06-16,3926.93
2016-06-17,3914.15
2016-06-20,3936.91
2016-06-21,3947.94
2016-06-22,3941.45
2016-06-23,3994.18
2016-06-24,3850.7
2016-06-27,3781.02
2016-06-28,3849.05
2016-06-29,3915.1
2016-06-30,3968.21
2016-07-01,3976.68
2016-07-05,3949.72
2016-07-06,3972.26
2016-07-07,3969.19
2016-07-08,4029.75
2016-07-11,4043.49
2016-07-12,4071.85
2016-07-13,4072.77
2016-07-14,4094.28
2016-07-15,4090.49
2016-07-18,4100.4
2016-07-19,4094.61
2016-07-20,4112.61
2016-07-21,4097.82
2016-07-22,4116.5
2016-07-25,4104.13
2016-07-26,4105.57
2016-07-27,4100.81
2016-07-28,4107.75
2016-07-29,4114.51
2016-08-01,4109.28
2016-08-02,4083.25
2016-08-03,4097.3
2016-08-04,4099.21
2016-08-05,4134.56
2016-08-08,4131.19
2016-08-09,4132.96
2016-08-10,4122.65
2016-08-11,4142.72
2016-08-12,4139.63
2016-08-15,4151.69
2016-08-16,4129.68
2016-08-17,4138.42
2016-08-18,4147.64
2016-08-19,4142.23
2016-08-22,4139.97
2016-08-23,4148.16
2016-08-24,4126.65
2016-08-25,4121.09
2016-08-26,4114.68
2016-08-29,4136.75
2016-08-30,4129.34
2016-08-31,4120.29
2016-09-01,4120.17
2016-09-02,4137.7
2016-09-06,4150.11
2016-09-07,4150.51
2016-09-08,4141.46
2016-09-09,4039.95
2016-09-12,4099.47
2016-09-13,4039.92
2016-09-14,4037.83
2016-09-15,4079.32
2016-09-16,4063.97
2016-09-19,4063.94
2016-09-20,4065.2
2016-09-21,4109.63
2016-09-22,4136.41
2016-09-23,4112.69
2016-09-26,4077.71
2016-09-27,4104.18
2016-09-28,4126.83
2016-09-29,4088.47
2016-09-30,4121.06
2016-10-03,4108.13
2016-10-04,4088.17
2016-10-05,4107.4
2016-10-06,4109.49
2016-10-07,4096.25
2016-10-10,4115.12
2016-10-11,4063.92
2016-10-12,4068.92
2016-10-13,4056.45
2016-10-14,4057.28
2016-10-17,4045.07
2016-10-18,4069.99
2016-10-19,4079.5
2016-10-20,4074.18
2016-10-21,4073.85
2016-10-24,4093.22
2016-10-25,4077.8
2016-10-26,4070.76
2016-10-27,4058.75
2016-10-28,4046.36
2016-10-31,4045.89
2016-11-01,4018.47
2016-11-02,3992.76
2016-11-03,3976.56
2016-11-04,3970.02
2016-11-07,4058.3
2016-11-08,4075.61
2016-11-09,4121.03
2016-11-10,4129.46
2016-11-11,4123.69
2016-11-14,4123.81
2016-11-15,4155.62
2016-11-16,4150.21
2016-11-17,4169.87
2016-11-18,4160.58
2016-11-21,4191.68
2016-11-22,4200.95
2016-11-23,4204.49
2016-11-25,4221.02
2016-11-28,4199.39
2016-11-29,4205.99
2016-11-30,4195.73
2016-12-01,4181.15
2016-12-02,4182.81
2016-12-05,4207.57
2016-12-06,4222.04
2016-12-07,4278.44
2016-12-08,4288.1
2016-12-09,4313.61
2016-12-12,4308.94
2016-12-13,4337.86
2016-12-14,4302.93
2016-12-15,4319.84
2016-12-16,4312.4
2016-12-19,4321.02
2016-12-20,4337.36
2016-12-21,4326.85
2016-12-22,4319.33
2016-12-23,4325.17
2016-12-27,4334.93
2016-12-28,4299.45
2016-12-29,4298.39
2016-12-30,4278.66
2017-01-03,4315.08
2017-01-04,4340.75
2017-01-05,4337.45
2017-01-06,4354.05
2017-01-09,4338.62
2017-01-10,4338.64
2017-01-11,4351.32
2017-01-12,4342.09
2017-01-13,4350.11
2017-01-17,4337.2
2017-01-18,4345.57
2017-01-19,4329.96
2017-01-20,4344.67
2017-01-23,4333.1
2017-01-24,4361.56
2017-01-25,4396.57
2017-01-26,4393.43
2017-01-27,4389.85
2017-01-30,4363.67
2017-01-31,4359.81
2017-02-01,4362.1
2017-02-02,4364.85
2017-02-03,4396.95
2017-02-06,4387.67
2017-02-07,4388.87
2017-02-08,4393.31
2017-02-09,4419.4
2017-02-10,4435.42
2017-02-13,4459.83
2017-02-14,4478.98
2017-02-15,4501.99
2017-02-16,4498.56
2017-02-17,4506.2
2017-02-21,4533.46
2017-02-22,4528.97
2017-02-23,4531.39
2017-02-24,4539.25
2017-02-27,4544.51
2017-02-28,4532.93
2017-03-01,4595.73
2017-03-02,4569.17
2017-03-03,4571.6
2017-03-06,4556.72
2017-03-07,4543.75
2017-03-08,4534.68
2017-03-09,4538.36
2017-03-10,4553.28
2017-03-13,4556.44
2017-03-14,4541.26
2017-03-15,4579.44
2017-03-16,4572.16
2017-03-17,4566.17
2017-03-20,4557.12
2017-03-21,4500.98
2017-03-22,4509.65
2017-03-23,4504.92
2017-03-24,4501.11
2017-03-27,4496.53
2017-03-28,4529.17
2017-03-29,4535.01
2017-03-30,4548.46
2017-03-31,4538.21
2017-04-03,4530.98
2017-04-04,4534.25
2017-04-05,4520.86
2017-04-06,4530.93
2017-04-07,4527.2
2017-04-10,4530.57
2017-04-11,4524.71
2017-04-12,4507.76
2017-04-13,4477.07
2017-04-17,4515.65
2017-04-18,4502.66
2017-04-19,4495.56
2017-04-20,4529.65
2017-04-21,4515.9
2017-04-24,4564.93
2017-04-25,4592.74
2017-04-26,4590.56
2017-04-27,4593.57
2017-04-28,4584.82
2017-05-01,4592.78
2017-05-02,4598.24
2017-05-03,4593.32
2017-05-04,4596.24
2017-05-05,4615.09
2017-05-08,4615.73
2017-05-09,4611.21
2017-05-10,4618.19
2017-05-11,4609.69
2017-05-12,4602.96
2017-05-15,4625.51
2017-05-16,4623.26
2017-05-17,4540.58
2017-05-18,4557.41
2017-05-19,4588.35
2017-05-22,4612.12
2017-05-23,4620.7
2017-05-24,4632.37
2017-05-25,4653.59
2017-05-26,4655.65
2017-05-30,4650.76
2017-05-31,4649.34
2017-06-01,4685.11
2017-06-02,4702.56
2017-06-05,4697.0
2017-06-06,4683.96
2017-06-07,4692.29
2017-06-08,4693.67
2017-06-09,4689.79
2017-06-12,4685.54
2017-06-13,4707.88
2017-06-14,4703.53
2017-06-15,4693.86
2017-06-16,4695.23
2017-06-19,4734.48
2017-06-20,4702.82
2017-06-21,4700.5
2017-06-22,4698.4
2017-06-23,4705.73
2017-06-26,4707.27
2017-06-27,4669.27
2017-06-28,4711.33
2017-06-29,4670.96
2017-06-30,4678.36
2017-07-03,4689.61
2017-07-05,4697.34
2017-07-06,4655.02
2017-07-07,4684.88
2017-07-10,4689.25
2017-07-11,4685.64
2017-07-12,4720.28
2017-07-13,4729.25
2017-07-14,4751.43
2017-07-17,4751.33
2017-07-18,4754.27
2017-07-19,4780.25
2017-07-20,4779.84
2017-07-21,4778.07
2017-07-24,4773.1
2017-07-25,4787.04
2017-07-26,4788.41
2017-07-27,4784.26
2017-07-28,4778.02
2017-07-31,4774.56
2017-08-01,4786.27
2017-08-02,4789.54
2017-08-03,4779.99
2017-08-04,4789.11
2017-08-07,4797.13
2017-08-08,4786.12
2017-08-09,4784.94
2017-08-10,4717.4
2017-08-11,4723.73
2017-08-14,4771.43
2017-08-15,4770.15
2017-08-16,4778.28
2017-08-17,4704.73
2017-08-18,4696.22
2017-08-21,4701.82
2017-08-22,4748.73
2017-08-23,4732.76
2017-08-24,4723.03
2017-08-25,4731.46
2017-08-28,4733.97
2017-08-29,4738.62
2017-08-30,4761.72
2017-08-31,4789.18
2017-09-01,4798.99
2017-09-05,4762.75
2017-09-06,4777.69
2017-09-07,4777.93
2017-09-08,4771.02
2017-09-11,4822.8
2017-09-12,4839.31
2017-09-13,4843.04
2017-09-14,4839.29
2017-09-15,4848.84
2017-09-18,4856.08
2017-09-19,4861.52
2017-09-20,4864.61
2017-09-21,4849.95
2017-09-22,4853.2
2017-09-25,4842.41
2017-09-26,4843.14
2017-09-27,4862.93
2017-09-28,4869.81
2017-09-29,4887.97
2017-10-02,4906.92
2017-10-03,4917.73
2017-10-04,4924.19
2017-10-05,4952.85
2017-10-06,4949.09
2017-10-09,4940.16
2017-10-10,4951.77
2017-10-11,4960.79
2017-10-12,4952.85
2017-10-13,4957.27
2017-10-16,4966.05
2017-10-17,4969.38
2017-10-18,4973.28
2017-10-19,4975.32
2017-10-20,5001.11
2017-10-23,4981.37
2017-10-24,4989.56
2017-10-25,4966.29
2017-10-26,4972.6
2017-10-27,5012.75
2017-10-30,4997.15
2017-10-31,5002.03
2017-11-01,5009.99
2017-11-02,5011.48
2017-11-03,5027.49
2017-11-06,5034.3
2017-11-07,5033.38
2017-11-08,5040.74
2017-11-09,5023.01
2017-11-10,5020.31
2017-11-13,5025.36
2017-11-14,5014.53
2017-11-15,4987.96
2017-11-16,5030.48
2017-11-17,5017.45
2017-11-20,5024.01
2017-11-21,5056.95
2017-11-22,5053.6
2017-11-24,5064.23
2017-11-27,5062.85
2017-11-28,5112.91
2017-11-29,5111.68
2017-11-30,5155.44
2017-12-01,5145.21
2017-12-04,5139.91
2017-12-05,5120.92
2017-12-06,5120.46
2017-12-07,5136.37
2017-12-08,5165.19
2017-12-11,5181.75
2017-12-12,5189.96
2017-12-13,5187.68
2017-12-14,5167.45
2017-12-15,5214.1
2017-12-18,5242.28
2017-12-19,5225.43
2017-12-20,5221.79
2017-12-21,5232.16
2017-12-22,5229.79
2017-12-26,5224.51
2017-12-27,5229.01
2017-12-28,5239.59
2017-12-29,5212.76
2018-01-02,5256.28
2018-01-03,5289.92
2018-01-04,5312.33
2018-01-05,5349.69
2018-01-08,5358.68
2018-01-09,5367.26
2018-01-10,5361.33
2018-01-11,5399.46
2018-01-12,5435.92
2018-01-16,5416.86
2018-01-17,5467.85
2018-01-18,5459.5
2018-01-19,5483.57
2018-01-22,5527.89
2018-01-23,5540.13
2018-01-24,5537.03
2018-01-25,5540.38
2018-01-26,5606.08
2018-01-29,5568.67
2018-01-30,5508.36
2018-01-31,5511.21
2018-02-01,5508.7
2018-02-02,5392.21
2018-02-05,5171.26
2018-02-06,5262.02
2018-02-07,5235.84
2018-02-08,5040.06
2018-02-09,5116.99
2018-02-12,5188.37
2018-02-13,5202.22
2018-02-14,5273.43
2018-02-15,5338.35
2018-02-16,5340.82
2018-02-20,5309.99
2018-02-21,5280.91
2018-02-22,5286.5
2018-02-23,5371.56
2018-02-26,5435.38
2018-02-27,5367.09
2018-02-28,5308.09
2018-03-01,5238.18
2018-03-02,5265.24
2018-03-05,5323.36
2018-03-06,5337.69
2018-03-07,5335.47
2018-03-08,5360.73
2018-03-09,5454.03
2018-03-12,5447.1
2018-03-13,5412.75
2018-03-14,5383.27
2018-03-15,5379.39
2018-03-16,5388.74
2018-03-19,5312.23
2018-03-20,5320.2
2018-03-21,5310.96
2018-03-22,5177.52
2018-03-23,5069.03
2018-03-26,5206.69
2018-03-27,5116.75
2018-03-28,5102.69
2018-03-29,5173.19
2018-04-02,5057.69
2018-04-03,5121.7
2018-04-04,5181.31
2018-04-05,5217.62
2018-04-06,5103.35
2018-04-09,5121.9
2018-04-10,5207.73
2018-04-11,5179.19
2018-04-12,5222.55
2018-04-13,5207.57
2018-04-16,5249.94
2018-04-17,5305.9
2018-04-18,5310.32
2018-04-19,5280.57
2018-04-20,5235.75
2018-04-23,5236.04
2018-04-24,5166.1
2018-04-25,5175.59
2018-04-26,5229.61
2018-04-27,5235.73
2018-04-30,5193.04
2018-05-01,5206.31
2018-05-02,5168.79
2018-05-03,5157.7
2018-05-04,5224.71
2018-05-07,5242.87
2018-05-08,5241.53
2018-05-09,5292.9
2018-05-10,5343.7
2018-05-11,5354.69
2018-05-14,5359.66
2018-05-15,5323.23
2018-05-16,5346.33
2018-05-17,5343.29
2018-05-18,5329.66
2018-05-21,5369.19
2018-05-22,5352.45
2018-05-23,5369.99
2018-05-24,5359.32
2018-05-25,5347.31
2018-05-29,5285.7
2018-05-30,5353.76
2018-05-31,5318.1
2018-06-01,5376.29
2018-06-04,5400.5
2018-06-05,5404.62
2018-06-06,5451.09
2018-06-07,5448.18
2018-06-08,5465.42
2018-06-11,5471.29
2018-06-12,5481.07
2018-06-13,5459.21
2018-06-14,5474.37
2018-06-15,5469.37
2018-06-18,5457.83
2018-06-19,5436.13
2018-06-20,5445.43
2018-06-21,5411.4
2018-06-22,5421.63
2018-06-25,5347.23
2018-06-26,5359.01
2018-06-27,5312.89
2018-06-28,5346.44
2018-06-29,5350.83
2018-07-02,5367.49
2018-07-03,5340.93
2018-07-05,5388.28
2018-07-06,5434.36
2018-07-09,5483.89
2018-07-10,5503.05
2018-07-11,5464.01
2018-07-12,5512.36
2018-07-13,5518.33
2018-07-16,5512.92
2018-07-17,5534.91
2018-07-18,5546.86
2018-07-19,5525.51
2018-07-20,5520.5
2018-07-23,5530.66
2018-07-24,5557.37
2018-07-25,5607.99
2018-07-26,5590.99
2018-07-27,5554.31
2018-07-30,5522.81
2018-07-31,5549.96
2018-08-01,5544.19
2018-08-02,5572.08
2018-08-03,5598.71
2018-08-06,5619.05
2018-08-07,5634.98
2018-08-08,5633.67
2018-08-09,5627.0
2018-08-10,5588.66
2018-08-13,5566.36
2018-08-14,5602.41
2018-08-15,5560.85
2018-08-16,5606.56
2018-08-17,5625.66
2018-08-20,5639.53
2018-08-21,5651.39
2018-08-22,5649.31
2018-08-23,5640.1
2018-08-24,5675.12
2018-08-27,5719.3
2018-08-28,5720.89
2018-08-29,5754.0
2018-08-30,5729.45
2018-08-31,5730.8
2018-09-04,5721.86
2018-09-05,5705.86
2018-09-06,5686.7
2018-09-07,5674.58
2018-09-10,5685.34
2018-09-11,5706.99
2018-09-12,5709.08
2018-09-13,5740.75
2018-09-14,5743.19
2018-09-17,5711.29
2018-09-18,5742.18
2018-09-19,5749.39
2018-09-20,5794.72
2018-09-21,5792.72
2018-09-24,5772.36
2018-09-25,5765.25
2018-09-26,5746.27
2018-09-27,5763.22
2018-09-28,5763.42
2018-10-01,5784.45
2018-10-02,5782.37
2018-10-03,5786.48
2018-10-04,5740.56
2018-10-05,5708.9
2018-10-08,5706.66
2018-10-09,5700.23
2018-10-10,5512.94
2018-10-11,5399.54
2018-10-12,5476.83
2018-10-15,5444.61
2018-10-16,5561.8
2018-10-17,5560.62
2018-10-18,5481.13
2018-10-19,5479.3
2018-10-22,5455.88
2018-10-23,5426.08
2018-10-24,5258.61
2018-10-25,5356.54
2018-10-26,5263.74
2018-10-29,5229.28
2018-10-30,5311.67
2018-10-31,5369.49
2018-11-01,5426.33
2018-11-02,5392.53
2018-11-05,5422.88
2018-11-06,5457.25
2018-11-07,5573.06
2018-11-08,5562.0
2018-11-09,5511.79
2018-11-12,5403.19
2018-11-13,5395.37
2018-11-14,5355.94
2018-11-15,5414.43
2018-11-16,5426.86
2018-11-19,5336.7
2018-11-20,5240.23
2018-11-21,5256.61
2018-11-23,5222.43
2018-11-26,5304.17
2018-11-27,5321.52
2018-11-28,5444.12
2018-11-29,5433.49
2018-11-30,5478.91
2018-12-03,5538.86
2018-12-04,5359.91
2018-12-06,5353.43
2018-12-07,5229.44
2018-12-10,5238.7
2018-12-11,5237.1
2018-12-12,5265.53
2018-12-13,5265.46
2018-12-14,5165.6
2018-12-17,5058.58
2018-12-18,5059.34
2018-12-19,4981.92
2018-12-20,4903.46
2018-12-21,4802.51
2018-12-24,4672.66
2018-12-26,4904.49
2018-12-27,4946.94
2018-12-28,4941.61
2018-12-31,4984.22
2019-01-02,4990.56
2019-01-03,4868.3
2019-01-04,5035.45
2019-01-07,5070.76
2019-01-08,5120.04
2019-01-09,5142.66
2019-01-10,5165.89
2019-01-11,5165.15
2019-01-14,5138.58
2019-01-15,5193.78
2019-01-16,5205.45
2019-01-17,5245.48
2019-01-18,5314.78
2019-01-22,5239.75
2019-01-23,5251.29
2019-01-24,5258.69
2019-01-25,5303.51
2019-01-28,5261.88
2019-01-29,5254.31
2019-01-30,5336.6
2019-01-31,5383.63
2019-02-01,5389.19
2019-02-04,5425.8
2019-02-05,5451.4
2019-02-06,5439.8
2019-02-07,5389.69
2019-02-08,5395.12
2019-02-11,5399.0
2019-02-12,5468.98
2019-02-13,5485.97
2019-02-14,5473.33
2019-02-15,5533.27
2019-02-19,5541.98
2019-02-20,5552.9
2019-02-21,5533.8
2019-02-22,5569.45
2019-02-25,5577.09
2019-02-26,5572.74
2019-02-27,5570.57
2019-02-28,5556.49
2019-03-01,5595.11
2019-03-04,5573.53
2019-03-05,5567.4
2019-03-06,5531.34
2019-03-07,5487.56
2019-03-08,5476.39
2019-03-11,5556.77
2019-03-12,5573.44
2019-03-13,5612.56
2019-03-14,5609.59
2019-03-15,5637.77
2019-03-18,5658.73
2019-03-19,5658.15
2019-03-20,5641.74
2019-03-21,5703.28
2019-03-22,5595.5
2019-03-25,5591.23
2019-03-26,5631.39
2019-03-27,5605.32
2019-03-28,5626.32
2019-03-29,5664.46
2019-04-01,5730.04
2019-04-02,5730.35
2019-04-03,5742.67
2019-04-04,5755.96
